Data/Hora da ultima atualizacao: 03/03/2022 20:27:10
Instrumento Financeiro;Emissor;Codigo IF;Quantidade Negociada;Preco Negocio;Volume Financeiro R$;Taxa Negocio;Origem Negocio;Horario Negocio;Data Negocio;Cod. Identificador do Negocio
DEB;ANEMUSWIND;ANEM11;5;1133,35640400;5666,78;7,0346;Cetip Trader;19:13:02;03/03/2022;#84139329
DEB;ANEMUSWIND;ANEM11;8;1133,35640400;9066,85;7,0346;Cetip Trader;19:13:02;03/03/2022;#84139330
DEB;ANEMUSWIND;ANEM11;3;1133,35640400;3400,07;7,0346;Cetip Trader;19:13:02;03/03/2022;#84139331
DEB;ANEMUSWIND;ANEM11;5;1133,35640400;5666,78;7,0346;Cetip Trader;19:13:01;03/03/2022;#84139325
DEB;ANEMUSWIND;ANEM11;44;1133,35640400;49867,68;7,0346;Cetip Trader;19:13:01;03/03/2022;#84139326
DEB;ANEMUSWIND;ANEM11;44;1133,35640400;49867,68;7,0346;Cetip Trader;19:13:01;03/03/2022;#84139327
DEB;ANEMUSWIND;ANEM11;89;1133,35640400;100868,72;7,0346;Cetip Trader;19:13:01;03/03/2022;#84139328
DEB;ANEMUSWIND;ANEM11;30;1133,35640400;34000,69;7,0346;Cetip Trader;19:13:00;03/03/2022;#84139322
DEB;ANEMUSWIND;ANEM11;41;1133,35640400;46467,61;7,0346;Cetip Trader;19:13:00;03/03/2022;#84139323
DEB;ANEMUSWIND;ANEM11;90;1133,35640400;102002,08;7,0346;Cetip Trader;19:13:00;03/03/2022;#84139324
DEB;ANEMUSWIND;ANEM11;11;1133,35640400;12466,92;7,0346;Cetip Trader;19:12:59;03/03/2022;#84139320
DEB;ANEMUSWIND;ANEM11;9;1133,35640400;10200,21;7,0346;Cetip Trader;19:12:59;03/03/2022;#84139319
DEB;ANEMUSWIND;ANEM11;9;1133,35640400;10200,21;7,0346;Cetip Trader;19:12:59;03/03/2022;#84139321
DEB;ANEMUSWIND;ANEM11;89;1133,35640400;100868,72;7,0346;Cetip Trader;19:12:58;03/03/2022;#84139318
DEB;ANEMUSWIND;ANEM11;8;1133,35640400;9066,85;7,0346;Cetip Trader;19:12:58;03/03/2022;#84139317
DEB;ANEMUSWIND;ANEM11;11;1133,35640400;12466,92;7,0346;Cetip Trader;19:12:58;03/03/2022;#84139316
DEB;ANEMUSWIND;ANEM11;44;1133,35640400;49867,68;7,0346;Cetip Trader;19:12:57;03/03/2022;#84139315
DEB;ANEMUSWIND;ANEM11;3;1133,35640400;3400,07;7,0346;Cetip Trader;19:12:57;03/03/2022;#84139314
DEB;ANEMUSWIND;ANEM11;10;1133,35640400;11333,56;7,0346;Cetip Trader;19:12:57;03/03/2022;#84139313
DEB;ANEMUSWIND;ANEM11;15;1133,35640400;17000,35;7,0346;Cetip Trader;19:12:57;03/03/2022;#84139312
DEB;ANEMUSWIND;ANEM11;28;1133,35640400;31733,98;7,0346;Cetip Trader;19:12:56;03/03/2022;#84139311
DEB;ANEMUSWIND;ANEM11;22;1133,35640400;24933,84;7,0346;Cetip Trader;19:12:56;03/03/2022;#84139309
DEB;ANEMUSWIND;ANEM11;5;1133,35640400;5666,78;7,0346;Cetip Trader;19:12:56;03/03/2022;#84139310
DEB;ANEMUSWIND;ANEM11;27;1133,35640400;30600,62;7,0346;Cetip Trader;19:12:55;03/03/2022;#84139307
DEB;ANEMUSWIND;ANEM11;13;1133,35640400;14733,63;7,0346;Cetip Trader;19:12:55;03/03/2022;#84139306
DEB;ANEMUSWIND;ANEM11;28;1133,35640400;31733,98;7,0346;Cetip Trader;19:12:55;03/03/2022;#84139308
DEB;ANEMUSWIND;ANEM11;44;1133,35640400;49867,68;7,0346;Cetip Trader;19:12:54;03/03/2022;#84139303
DEB;ANEMUSWIND;ANEM11;102;1133,35640400;115602,35;7,0346;Cetip Trader;19:12:54;03/03/2022;#84139305
DEB;ANEMUSWIND;ANEM11;17;1133,35640400;19267,06;7,0346;Cetip Trader;19:12:54;03/03/2022;#84139304
DEB;ANEMUSWIND;ANEM11;17;1133,35640400;19267,06;7,0346;Cetip Trader;19:12:53;03/03/2022;#84139302
DEB;ANEMUSWIND;ANEM11;44;1133,35640400;49867,68;7,0346;Cetip Trader;19:12:53;03/03/2022;#84139301
DEB;ANEMUSWIND;ANEM11;44;1133,35640400;49867,68;7,0346;Cetip Trader;19:12:53;03/03/2022;#84139300
DEB;ANEMUSWIND;ANEM11;44;1133,35640400;49867,68;7,0346;Cetip Trader;19:12:52;03/03/2022;#84139299
DEB;ANEMUSWIND;ANEM11;43;1133,35640400;48734,33;7,0346;Cetip Trader;19:12:52;03/03/2022;#84139297
DEB;ANEMUSWIND;ANEM11;26;1133,35640400;29467,27;7,0346;Cetip Trader;19:12:52;03/03/2022;#84139298
DEB;ANEMUSWIND;ANEM11;79;1133,35640400;89535,16;7,0346;Cetip Trader;19:12:51;03/03/2022;#84139295
DEB;ANEMUSWIND;ANEM11;11;1133,35640400;12466,92;7,0346;Cetip Trader;19:12:51;03/03/2022;#84139294
DEB;ANEMUSWIND;ANEM11;24;1133,35640400;27200,55;7,0346;Cetip Trader;19:12:51;03/03/2022;#84139293
DEB;ANEMUSWIND;ANEM11;26;1133,35640400;29467,27;7,0346;Cetip Trader;19:12:51;03/03/2022;#84139296
DEB;ANEMUSWIND;ANEM11;8;1133,35640400;9066,85;7,0346;Cetip Trader;19:12:50;03/03/2022;#84139291
DEB;ANEMUSWIND;ANEM11;26;1133,35640400;29467,27;7,0346;Cetip Trader;19:12:50;03/03/2022;#84139290
DEB;ANEMUSWIND;ANEM11;3;1133,35640400;3400,07;7,0346;Cetip Trader;19:12:50;03/03/2022;#84139292
DEB;ANEMUSWIND;ANEM11;26;1133,35640400;29467,27;7,0346;Cetip Trader;19:12:49;03/03/2022;#84139287
CRA;RBSECURITIZACAO;CRA021002YB;36;1118,04726900;40249,70;,0000;Cetip Trader;19:12:49;03/03/2022;#84139286
DEB;ANEMUSWIND;ANEM11;44;1133,35640400;49867,68;7,0346;Cetip Trader;19:12:49;03/03/2022;#84139289
DEB;ANEMUSWIND;ANEM11;8;1133,35640400;9066,85;7,0346;Cetip Trader;19:12:49;03/03/2022;#84139288
CRA;RBSECURITIZACAO;CRA021002YB;54;1113,62561700;60135,78;,0000;Cetip Trader;19:12:48;03/03/2022;#84139279
CRA;RBSECURITIZACAO;CRA021002YB;5;1113,62561700;5568,13;,0000;Cetip Trader;19:12:48;03/03/2022;#84139278
DEB;ANEMUSWIND;ANEM11;88;1133,35640400;99735,36;7,0346;Cetip Trader;19:12:48;03/03/2022;#84139277
CRA;RBSECURITIZACAO;CRA021002YB;2;1118,04726900;2236,09;,0000;Cetip Trader;19:12:48;03/03/2022;#84139283
DEB;ANEMUSWIND;ANEM11;35;1133,35640400;39667,47;7,0346;Cetip Trader;19:12:48;03/03/2022;#84139282
CRA;RBSECURITIZACAO;CRA021002YB;13;1118,04726900;14534,61;,0000;Cetip Trader;19:12:48;03/03/2022;#84139281
DEB;ANEMUSWIND;ANEM11;26;1133,35640400;29467,27;7,0346;Cetip Trader;19:12:48;03/03/2022;#84139285
CRA;RBSECURITIZACAO;CRA021002YB;160;1118,04726900;178887,56;,0000;Cetip Trader;19:12:48;03/03/2022;#84139284
DEB;ANEMUSWIND;ANEM11;35;1133,35640400;39667,47;7,0346;Cetip Trader;19:12:48;03/03/2022;#84139280
DEB;IBIAPABA;IBPB11;158;1123,31494700;177483,76;6,1799;Cetip Trader;19:12:47;03/03/2022;#84139275
CRA;RBSECURITIZACAO;CRA021002YB;14;1113,62561700;15590,76;,0000;Cetip Trader;19:12:47;03/03/2022;#84139274
CRA;RBSECURITIZACAO;CRA021002YB;95;1113,62561700;105794,43;,0000;Cetip Trader;19:12:47;03/03/2022;#84139273
CRA;RBSECURITIZACAO;CRA021002YB;43;1113,62561700;47885,90;,0000;Cetip Trader;19:12:47;03/03/2022;#84139276
DEB;IBIAPABA;IBPB11;13;1123,31494700;14603,09;6,1799;Cetip Trader;19:12:47;03/03/2022;#84139271
CRA;RBSECURITIZACAO;CRA021002YB;22;1113,62561700;24499,76;,0000;Cetip Trader;19:12:47;03/03/2022;#84139270
CRA;VIRGOSEC;CRA01900614;46;1123,28589100;51671,15;,0000;Cetip Trader;19:12:47;03/03/2022;#84139269
CRA;RBSECURITIZACAO;CRA021002YB;10;1113,62561700;11136,26;,0000;Cetip Trader;19:12:47;03/03/2022;#84139272
CRA;RBSECURITIZACAO;CRA021002YB;67;1113,62561700;74612,92;,0000;Cetip Trader;19:12:46;03/03/2022;#84139268
CRA;VIRGOSEC;CRA01900614;1;1123,28589100;1123,29;,0000;Cetip Trader;19:12:46;03/03/2022;#84139267
CRA;RBSECURITIZACAO;CRA021002YB;8;1113,62561700;8909,00;,0000;Cetip Trader;19:12:46;03/03/2022;#84139265
DEB;IBIAPABA;IBPB11;44;1119,02745800;49237,21;6,2299;Cetip Trader;19:12:46;03/03/2022;#84139264
DEB;METRORIO;MTRJ19;28;1119,48031300;31345,45;8,3715;Cetip Trader;19:12:46;03/03/2022;#84139266
CRA;RBSECURITIZACAO;CRA021002YB;30;1113,62561700;33408,77;,0000;Cetip Trader;19:12:46;03/03/2022;#84139259
DEB;METRORIO;MTRJ19;150;1116,74999900;167512,50;8,4215;Cetip Trader;19:12:46;03/03/2022;#84139258
CRA;RBSECURITIZACAO;CRA021002YB;9;1113,62561700;10022,63;,0000;Cetip Trader;19:12:46;03/03/2022;#84139257
CRA;RBSECURITIZACAO;CRA021002YB;28;1113,62561700;31181,52;,0000;Cetip Trader;19:12:46;03/03/2022;#84139263
CRA;RBSECURITIZACAO;CRA021002YB;8;1113,62561700;8909,00;,0000;Cetip Trader;19:12:46;03/03/2022;#84139262
DEB;METRORIO;MTRJ19;171;1116,74999900;190964,25;8,4215;Cetip Trader;19:12:46;03/03/2022;#84139261
CRI;TRUESEC;21D0694886;6;1116,79432800;6700,77;,0000;Cetip Trader;19:12:46;03/03/2022;#84139260
DEB;METRORIO;MTRJ19;20;1116,74999900;22335,00;8,4215;Cetip Trader;19:12:45;03/03/2022;#84139252
DEB;METRORIO;MTRJ19;10;1116,74999900;11167,50;8,4215;Cetip Trader;19:12:45;03/03/2022;#84139256
CRA;RBSECURITIZACAO;CRA021002YB;14;1113,62561700;15590,76;,0000;Cetip Trader;19:12:45;03/03/2022;#84139247
DEB;IBIAPABA;IBPB11;9;1114,76494500;10032,88;6,2799;Cetip Trader;19:12:45;03/03/2022;#84139246
CRI;TRUESEC;21C0818300;18;1116,74259300;20101,37;,0000;Cetip Trader;19:12:45;03/03/2022;#84139245
CRA;RBSECURITIZACAO;CRA021002YB;24;1113,62561700;26727,01;,0000;Cetip Trader;19:12:45;03/03/2022;#84139244
CRI;TRUESEC;21C0818300;18;1116,74259300;20101,37;,0000;Cetip Trader;19:12:45;03/03/2022;#84139251
CRA;RBSECURITIZACAO;CRA021002YB;5;1113,62561700;5568,13;,0000;Cetip Trader;19:12:45;03/03/2022;#84139250
CRI;TRUESEC;21C0818300;9;1116,74259300;10050,68;,0000;Cetip Trader;19:12:45;03/03/2022;#84139249
DEB;METRORIO;MTRJ19;45;1116,74999900;50253,75;8,4215;Cetip Trader;19:12:45;03/03/2022;#84139248
CRA;RBSECURITIZACAO;CRA021002YB;89;1113,62561700;99112,68;,0000;Cetip Trader;19:12:45;03/03/2022;#84139255
DEB;METRORIO;MTRJ19;41;1116,74999900;45786,75;8,4215;Cetip Trader;19:12:45;03/03/2022;#84139254
CRA;RBSECURITIZACAO;CRA021002YB;10;1113,62561700;11136,26;,0000;Cetip Trader;19:12:45;03/03/2022;#84139253
CRA;RBSECURITIZACAO;CRA021002YB;45;1107,03803400;49816,71;,0000;Cetip Trader;19:12:44;03/03/2022;#84139239
DEB;ANEMUSWIND;ANEM11;19;1110,46351400;21098,81;7,3356;Cetip Trader;19:12:44;03/03/2022;#84139238
CRA;RBSECURITIZACAO;CRA021002YB;48;1107,03803400;53137,83;,0000;Cetip Trader;19:12:44;03/03/2022;#84139237
CRA;RBSECURITIZACAO;CRA021002YB;20;1113,62561700;22272,51;,0000;Cetip Trader;19:12:44;03/03/2022;#84139243
CRA;RBSECURITIZACAO;CRA021002YB;80;1111,42378900;88913,90;,0000;Cetip Trader;19:12:44;03/03/2022;#84139242
DEB;IBIAPABA;IBPB11;15;1114,76494500;16721,47;6,2799;Cetip Trader;19:12:44;03/03/2022;#84139241
CRA;RBSECURITIZACAO;CRA021002YB;36;1111,42378900;40011,26;,0000;Cetip Trader;19:12:44;03/03/2022;#84139240
DEB;RODOVIAMS306;CNRD11;60;1106,28554300;66377,13;6,2228;Cetip Trader;19:12:43;03/03/2022;#84139234
DEB;ANEMUSWIND;ANEM11;10;1102,99355500;11029,94;7,4359;Cetip Trader;19:12:43;03/03/2022;#84139231
DEB;RODOVIAMS306;CNRD11;225;1106,28554300;248914,25;6,2228;Cetip Trader;19:12:43;03/03/2022;#84139235
DEB;RODOVIAMS306;CNRD11;13;1106,28554300;14381,71;6,2228;Cetip Trader;19:12:43;03/03/2022;#84139233
CRI;VIRGOSEC;21I0931497;225;1106,25911900;248908,30;,0000;Cetip Trader;19:12:43;03/03/2022;#84139232
CRA;RBSECURITIZACAO;CRA021002YB;57;1107,03803400;63101,17;,0000;Cetip Trader;19:12:43;03/03/2022;#84139236
DEB;ANEMUSWIND;ANEM11;60;1102,99355500;66179,61;7,4359;Cetip Trader;19:12:42;03/03/2022;#84139230
DEB;ANEMUSWIND;ANEM11;10;1102,99355500;11029,94;7,4359;Cetip Trader;19:12:42;03/03/2022;#84139229
DEB;ANEMUSWIND;ANEM11;3;1102,99355500;3308,98;7,4359;Cetip Trader;19:12:42;03/03/2022;#84139228
DEB;RODOVIAMS306;CNRD11;28;1098,60313200;30760,89;6,3229;Cetip Trader;19:12:41;03/03/2022;#84139222
CRA;VIRGOSEC;CRA021002Y8;68;1098,69000000;74710,92;,0000;Cetip Trader;19:12:41;03/03/2022;#84139223
DEB;ANEMUSWIND;ANEM11;30;1102,99355500;33089,81;7,4359;Cetip Trader;19:12:41;03/03/2022;#84139227
CRA;VIRGOSEC;CRA021002Y8;18;1098,69000000;19776,42;,0000;Cetip Trader;19:12:41;03/03/2022;#84139226
DEB;RODOVIAMS306;CNRD11;18;1098,60313200;19774,86;6,3229;Cetip Trader;19:12:41;03/03/2022;#84139225
CRI;VIRGOSEC;21H0001405;27;1100,31000000;29708,37;,0000;Cetip Trader;19:12:41;03/03/2022;#84139224
CRA;RBSECURITIZACAO;CRA021002YB;3;1096,17715800;3288,53;,0000;Cetip Trader;19:12:40;03/03/2022;#84139216
CRI;VIRGOSEC;21I0931497;91;1090,28474300;99215,91;,0000;Cetip Trader;19:12:40;03/03/2022;#84139211
CRA;RBSECURITIZACAO;CRA021001EM;22;1089,35448900;23965,80;,0000;Cetip Trader;19:12:40;03/03/2022;#84139203
CRA;ECOAGROSEC;CRA0210012Y;74;1087,74227200;80492,93;,0000;Cetip Trader;19:12:40;03/03/2022;#84139202
DEB;APOLLO;APOL11;184;1084,63033800;199571,98;6,0268;Cetip Trader;19:12:40;03/03/2022;#84139201
CRA;RBSECURITIZACAO;CRA021002YB;60;1096,17715800;65770,63;,0000;Cetip Trader;19:12:40;03/03/2022;#84139207
CRA;RBSECURITIZACAO;CRA021001EM;22;1089,35448900;23965,80;,0000;Cetip Trader;19:12:40;03/03/2022;#84139206
DEB;MORRINHOSENER;CXER12;9;1085,02550000;9765,23;5,6652;Cetip Trader;19:12:40;03/03/2022;#84139205
CRI;VIRGOSEC;21F0968888;128;1088,54000000;139333,12;,0000;Cetip Trader;19:12:40;03/03/2022;#84139204
CRA;VIRGOSEC;CRA021002Y8;110;1090,49000000;119953,90;,0000;Cetip Trader;19:12:40;03/03/2022;#84139210
CRI;VIRGOSEC;21F0968888;92;1090,85000000;100358,20;,0000;Cetip Trader;19:12:40;03/03/2022;#84139209
CRI;VIRGOSEC;21H0001405;92;1093,44000000;100596,48;,0000;Cetip Trader;19:12:40;03/03/2022;#84139208
CRI;VIRGOSEC;21F0968888;18;1097,83000000;19760,94;,0000;Cetip Trader;19:12:40;03/03/2022;#84139215
CRA;RBSECURITIZACAO;CRA021001EM;22;1097,98021200;24155,56;,0000;Cetip Trader;19:12:40;03/03/2022;#84139214
CRI;TRUESEC;21C0818300;45;1094,15458200;49236,96;,0000;Cetip Trader;19:12:40;03/03/2022;#84139213
DEB;RODOVIAMS306;CNRD11;67;1090,23918500;73046,03;6,4330;Cetip Trader;19:12:40;03/03/2022;#84139212
CRA;RBSECURITIZACAO;CRA021001EM;22;1097,98021200;24155,56;,0000;Cetip Trader;19:12:40;03/03/2022;#84139219
DEB;RODOVIAMS306;CNRD11;45;1098,60313200;49437,14;6,3229;Cetip Trader;19:12:40;03/03/2022;#84139218
CRI;VIRGOSEC;21I0931497;136;1098,51345800;149397,83;,0000;Cetip Trader;19:12:40;03/03/2022;#84139217
CRI;VIRGOSEC;21I0931497;91;1098,51345800;99964,72;,0000;Cetip Trader;19:12:40;03/03/2022;#84139221
CRA;RBSECURITIZACAO;CRA021002YB;32;1096,17715800;35077,67;,0000;Cetip Trader;19:12:40;03/03/2022;#84139220
CRI;VIRGOSEC;21F0968888;18;1081,65000000;19469,70;,0000;Cetip Trader;19:12:39;03/03/2022;#84139195
DEB;APOLLO;APOL11;166;1083,81606400;179913,47;6,0403;Cetip Trader;19:12:39;03/03/2022;#84139197
CRI;VIRGOSEC;21F0968888;92;1081,65000000;99511,80;,0000;Cetip Trader;19:12:39;03/03/2022;#84139198
CRI;VIRGOSEC;21H0001405;119;1083,25000000;128906,75;,0000;Cetip Trader;19:12:39;03/03/2022;#84139193
DEB;CIAPAULISTA;CTEE29;23;1080,78708500;24858,10;5,6281;Cetip Trader;19:12:39;03/03/2022;#84139194
DEB;APOLLO;APOL11;37;1083,81606400;40101,19;6,0403;Cetip Trader;19:12:39;03/03/2022;#84139199
DEB;APOLLO;APOL11;13;1083,81606400;14089,61;6,0403;Cetip Trader;19:12:39;03/03/2022;#84139200
CRI;VIRGOSEC;21F0968888;128;1081,65000000;138451,20;,0000;Cetip Trader;19:12:39;03/03/2022;#84139196
CRA;ECOAGROSEC;CRA0210012Y;1;1074,99848500;1075,00;,0000;Cetip Trader;19:12:38;03/03/2022;#84139188
DEB;APOLLO;APOL11;232;1077,76294800;250041,00;6,1405;Cetip Trader;19:12:38;03/03/2022;#84139192
DEB;APOLLO;APOL11;9;1077,76294800;9699,87;6,1405;Cetip Trader;19:12:38;03/03/2022;#84139190
DEB;APOLLO;APOL11;47;1077,76294800;50654,86;6,1405;Cetip Trader;19:12:38;03/03/2022;#84139189
CRA;VIRGOSEC;CRA021002Y8;196;1079,15000000;211513,40;,0000;Cetip Trader;19:12:38;03/03/2022;#84139191
CRA;ECOAGROSEC;CRA0210012Y;43;1074,99848500;46224,93;,0000;Cetip Trader;19:12:37;03/03/2022;#84139183
DEB;PIRAPORAII;PRPO12;466;1073,68019600;500334,97;5,8253;Cetip Trader;19:12:37;03/03/2022;#84139184
